,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,D13,D14
0,0.10058336859006518,-0.1533051370259443,-0.3014432791356629,-0.27006466418487995,0.02765280799478355,-0.030314347866859218,-0.0007513671609265391,-0.018168944923990227,0.03228598978386446,-0.038271759230021726,-0.008750621380886612,0.10865438502433979,0.09155155828724587,0.11809954885687245
1,-0.06813913930423805,-0.1734340560632945,-0.08612471621885598,-0.16106957053432394,0.0276529465931252,-0.030314084495715512,0.0039863371803637,-0.02186831174268612,0.03228598546724334,-0.03827174921387411,-0.0087506125646268,0.10544056966347201,0.09467665248777082,0.11809954542248875
2,-0.06813867006415704,-0.08782658761715627,-0.33319218802599543,-0.2700646550022687,0.027652844175788567,-0.13100425843826868,-0.0007513678541768838,-0.018168944804659786,0.0322859904017878,-0.038538934941728394,-0.008750618058851623,0.10544057364571943,0.09155157803991155,0.11809954571719034
3,-0.06813927386175327,-0.0007503971838647254,-0.08623710457329202,-0.27006447692482477,0.0276529344021026,-0.13100414606249666,0.003986337073642322,-0.021868320549533745,0.03228598015792126,-0.0385389352858216,-0.008750544763029744,0.10544055181637804,0.09155153756750897,0.11809954502829721
4,-0.06813952080534014,-0.08782714208788742,-0.08612065409860355,-0.12568569039332533,-0.22130043532943394,-0.13100353572024567,-0.005482822791257238,-0.01816894930053124,0.03228598171510527,-0.03827174394009333,-0.008750631763642635,0.12200267772551093,0.09467694998683211,0.11809954447118896
5,0.42692976617193823,0.050346180114473615,-0.08608941727590079,0.19979771267269816,-0.46915754084352584,-0.3320280818919663,-0.0054828471097645454,-0.015685175193150103,0.03228599699212303,-0.03827172919489153,-0.008750716260319768,0.12200268097127406,0.09467709466406422,0.11809954323382994
6,0.3402296242008375,0.13372896638774048,-0.11612405452352247,0.2785109651831982,-0.8348471482801322,-0.43948031694514555,-0.000751402758246986,-0.01568523766280732,0.03228599226604586,-0.03827172141242071,0.004903347273524078,0.12200269793716413,0.09467706811129976,0.1180995436731944
7,0.34023010745763077,0.050346607226159794,-0.04442043358546181,0.1997972128895069,-0.5923308298325669,-0.33832969203700997,-0.005482847935999325,-0.012007331589076997,0.04966720649598495,-0.0382717284317489,0.004903232861777711,0.12200268451736729,0.09904623118972351,0.11809954323712875
8,0.17308671986369242,0.05034611902762671,-0.08609106398115499,0.16814666701692196,-0.19825069140665313,-0.23157907940614939,-0.003328333126652463,-0.009494335517078019,0.04966719300838835,-0.03827169492257132,0.00490330077059466,0.1220026785074393,0.09904617871837368,0.11809954400327542
9,0.270413076376753,-0.18562162365839588,0.12942803705455147,0.05806924869528931,-0.0969419529478343,-0.2315790309138792,-0.005482830362420266,-0.014426684866777803,0.0496671994545065,-0.03827167898320737,0.004903022268654325,0.12200269348229305,0.0946768991019283,0.11809954483474243
10,0.1730887083680379,-0.2658125358788374,-0.30141162932182824,0.05812715101889776,-0.10387678750896365,-0.23158408872800712,-0.005482824041370198,-0.014426621853928095,0.03228598096482962,-0.03827167366698547,0.019065672959482242,0.12200267776734214,0.09904568664380202,0.08639525309196219
11,0.2704135557103635,-0.25748458350880055,-0.33316562448446724,0.058127115980055405,-0.09694201565473495,-0.2315890273840248,-0.00286078431900458,-0.018170813407114784,0.03228599593786803,-0.029728299962090886,0.04180781691338716,0.12200266240208446,0.09904533133659822,0.08639525094342268
12,0.2069831998996288,-0.17347874018310686,-0.11623758141210229,0.058127283785055175,-0.09694212005575625,-0.23158851752555684,-0.007606189576880566,-0.014428554474913712,0.032285979717670284,-0.0297283020078428,0.019065366113813164,0.10253345606734006,0.10465615270347085,0.08639525180253675
13,0.10054823027582198,-0.25748468025794136,-0.13437608511885332,-0.05163049430782887,-0.09694210513155477,-0.13100068639706366,-0.003328310561648836,-0.012010473588125153,0.03228597136137305,-0.028976357167720453,0.019065184768204024,0.10253345621224944,0.10465641519466003,0.08639525224682457
14,0.10054822660472937,-0.33974601422829187,0.083648911546559,-0.051630426448364186,-0.0968765827021048,-0.13100041688704328,-0.005482832607648886,-0.012010531422088125,0.014918930948473375,-0.02897632102699748,0.01906511605771868,0.10253346768728633,0.09904534350501713,0.0966875419321155
15,0.17304725140391503,-0.3397458372942855,-0.11625279277746456,-0.16108666980738265,-0.10381100071553517,-0.1310022156912088,-0.005482836728322552,-0.014428670761586061,0.0182286453169442,-0.028976356416688498,0.019064965031247938,0.10253347466299705,0.09904498525935958,0.0966875479393606
16,0.1005475594132812,-0.339746272659932,-0.11625234766748438,-0.05162964502755136,-0.10381088524588461,-0.13100217934950104,-0.005482848357106231,-0.012010569942385627,0.018228640508371006,-0.028976371290570565,0.01906478523866609,0.10253347608644882,0.10465589181445237,0.09668753693485062
17,0.17304681601843366,-0.25748538340660404,-0.08621075318115179,-0.1610861989133479,-0.10381073046051698,-0.03031204299579483,-0.01020791959288925,-0.008290499397533853,0.018228640028970292,-0.029728248177512757,0.03372390631905627,0.10545087788018287,0.09904701884446146,0.09668753410284804
18,0.17304703944343153,-0.33974637399106067,0.10082273799672965,-0.1610854488450668,-0.10381030337005483,-0.030311235235186487,-0.010207916353683849,-0.010646802784240232,0.01822863511102637,-0.02118318856934287,0.03372378723559661,0.10545088263567125,0.03913696533594755,0.09668753679212805
19,0.17304604493844122,-0.3440300103708743,-0.11625396349716595,-0.017645034346165853,-0.10381049249364412,0.06630131165147571,-0.005839441056275122,-0.0058396344044937595,0.018228660735265568,-0.02897642602503514,0.019072015819144313,0.10253495658646705,0.09901507236356133,0.09668753426923463
20,0.25185936217833166,-0.2658124222645025,-0.11625622679383386,-0.0176443443645023,-0.1038104052226348,0.06630230446589164,-0.005839443771680886,-0.009497543422714515,0.0182286626046291,-0.02897645640150942,0.01907199475977179,0.10253494966804928,0.09464327098441407,0.09668753460767257
21,0.17686772960708488,-0.18562154968810415,-0.1343820656135545,-0.12570354606424095,-0.10381011561430233,-0.03489499322719446,-0.001142951462205148,-0.00949754193729665,0.018228628909996755,-0.028976462911232424,0.01907199479736082,0.10253497454990798,0.09901483197513151,0.10725643644410819
22,0.2518594437028453,-0.26581183042226625,-0.11625171338477291,-0.1257034803805833,-0.10380962713395527,-0.03489570328153009,-0.001142947420517002,-0.009497517621993141,0.018228634451829397,-0.028976460482120034,0.019071993593853375,0.1025349966422601,0.09901491410061808,0.12830221497454766
23,0.08902611641874494,-0.2658118411681024,0.0836489450925273,-0.12570364560215916,-0.09687460348206067,0.06624935097668387,-0.0011429454559015182,-0.013110834809568539,0.0009735949857287996,-0.028976462484114236,0.019071992689951557,0.08593848636276329,0.03913629922104858,0.12830221494834515
24,0.007238312858922957,-0.18557813933404615,0.10081893729065067,0.09086485958109701,0.02765582341595591,0.1713323834475036,-0.0011429467876529343,-0.013110843032405858,0.0009736358911241089,-0.02047285250104446,0.019072070679474397,0.08593860702002636,0.034673334199263495,0.12830222607115338
25,0.007238561679203554,-0.10357001349785756,0.08363969036544366,-0.017644940799292602,0.021414685143039992,0.06625078921441095,-0.0011429420202611522,-0.013110832058314245,0.018228705529077422,-0.01929523351687824,0.004909146923586986,0.10253521752006878,0.03913471767589409,0.15994629905258623
26,-0.06826431098073363,-0.10353305228080596,-0.11625814864185043,-0.017645340570306253,0.1466336555749889,0.16739895276718222,-0.0036114426941076254,-0.010441385940931818,0.014919047599594447,-0.019295208981530688,0.019072641019304074,0.08593885613865469,0.03913427295385915,0.12830224996492134
27,-0.15723800213175712,-0.031393023190618256,-0.13438583242602212,-0.051684533902946486,0.14663292477625023,0.16740086359913345,0.0010730588206697119,-0.007690450541686698,0.018230555417460145,-0.019295169071331213,-0.008744449109160602,0.08593902933137144,0.03913414965731725,0.13877966991321944
28,-0.4018180311491241,0.04286691122822956,-0.352489785025347,0.05807192841616329,0.14663037581011856,0.06626252213274074,-0.0013469076645220377,-0.00485565034723757,0.0009755126462383536,-0.020468366983506882,-0.02187629099862627,0.08593898885237573,0.03913450111947798,0.12830227838361408
29,-0.40181811771068865,0.042826748699313494,-0.3524913825888563,0.05807040921171294,0.2770540246138174,0.1712909032503863,-0.001346947703195519,-0.0014350283638061825,0.018230687967828587,-0.029728453900146105,-0.02187708064223167,0.10253521821635202,0.09467372540886007,0.08639527886914501
30,-0.30727401625055983,-0.11147474046082169,-0.3333067100930464,-0.051687526196906475,0.27184584788939103,0.2721549748754646,-0.006007234470972307,-0.0014350609352683837,0.018230667836220592,-0.03827631697817476,-0.021877210889033362,0.09991829175281045,0.09904326660251395,0.08639527530117985
31,-0.4018180798276986,-0.11147464595050881,-0.33330663685701095,-0.05168782203708616,0.2718458570057217,0.1712865731904365,0.0033204889027564012,-0.004855945639041356,0.03550635280820424,-0.029728456322182188,0.014601898292663198,0.08326477782535027,0.09901192596558148,0.11809956269350337
32,-0.3072740316570895,-0.11147668610314831,-0.30141776493756445,-0.05168812484511337,0.27184585968491937,0.17128518746954338,-0.0013469634163255579,-0.0048559182484333285,0.035506323983700065,-0.0297284539523959,0.014601919477237102,0.08326473056142294,0.10462330498310914,0.1180995691869865
33,-0.3071843651844487,-0.11147668499184955,-0.30141741969821784,-0.05168788814858639,0.27184589143997456,0.17128489444837205,0.0033204943984355816,-0.004855897734040852,0.018230626061966303,-0.029728445551782865,0.014601942751159367,0.0999181796867102,0.10462306716702538,0.08639528760914195
34,-0.13678771095956319,0.11905970392243394,-0.5500596905757457,-0.051687687761606795,0.271912655714706,0.07047651578699335,0.005596861807235732,-0.0019464241496932142,0.03228617315073715,-0.038271789468881594,-0.03445179926095932,0.10253517332355655,0.09904313567296011,0.09668757635345618
35,0.03464540523104891,-0.031474682708047035,-0.3014131349108172,-0.0516872156947545,0.021410708778733117,-0.030281227964947713,0.0009440824145603064,-0.004855738415609565,0.04966742656185588,-0.029728432707957515,-0.021877580197499902,0.10544232060607618,0.031480409879806916,0.13877967918311762
